message,label
Unlock your {0} instantly,1
Special premium upgrade just for you,1
Stop! You are missing out on {0},1
Your {0} access will be revoked,1
Re-activate your {0} account,1
{0} has been awarded to you,1
Stop! You are missing out on {0},1
Your {0} password expires soon,0
Course {0} enrollment confirmed,0
Don't miss out on this crypto reward,1
Click to receive your {0},1
Congratulations! Claim your roblox tokens today,1
Order {0} shipped,0
Your {0} access will be revoked,1
Get bank account with this simple trick,1
Unlock your {0} instantly,1
Claim {0} within 24 hours,1
Act now to get lottery prize,1
Meeting notes {0} attached,0
Meeting notes {0} attached,0
Click to receive your {0},1
Team {0} scheduled for tomorrow,0
{0} validation needed today,1
Your bank account is about to expire,1
Delivery {0} confirmed,0
Complete {0} registration now,1
Confirm your {0} details,1
Reminder your Class is tomorrow,0
Review {0} feedback sent,0
Your {0} password expires soon,0
Special secret offer just for you,1
Verification {0} completed,0
Kickoff appointment confirmed,0
Exclusive {0} for VIP members,1
Status update on {0} project,0
Click to receive your {0},1
Document {0} requires your approval,0
Performance {0} completed,0
New opportunity for {0},1
Timesheet {0} recorded,0
Final notice: {0} expires today,1
Contract {0} approved,0
Suspicious activity on your steam wallet,1
Expense report {0} submitted,0
Re-activate your {0} account,1
Report dinner tonight at home,0
Certificate {0} issued,0
Your {0} subscription renewed,0
October attached for last month services,0
Reminder your Monday is tomorrow,0
Exclusive {0} for VIP members,1
Re-activate your {0} account,1
Your {0} request approved,1
Status update on {0} project,0
Status update on {0} project,0
Conference with colleagues at Conference,0
Retrospective team meeting agenda,0
Budget {0} approved,0
New opportunity for {0},1
Your {0} needs attention,1
Status update on {0} project,0
{0} alert from security team,1
License {0} renewed,0
Contract {0} approved,0
August newsletter from your favorite blog,0
Exclusive {0} for VIP members,1
{0} requires immediate action,1
Contract {0} approved,0
{0} alert from security team,1
Timesheet {0} recorded,0
{0} opportunity ends today,1
Reminder your Retrospective is tomorrow,0
Complete {0} registration now,1
Your {0} request approved,1
Project deadline extended to 2pm,0
License {0} renewed,0
Special verification required just for you,1
Special itunes gift card just for you,1
Action required on your {0},1
Act now to get itunes gift card,1
Delivery {0} confirmed,0
Congratulations you are selected for {0},1
Verification {0} completed,0
Secure your {0} instantly,1
Your account requires free shipping,1
License {0} renewed,0
Permit {0} approved,0
Schedule with colleagues at Schedule,0
Invoice {0} processed successfully,0
Your {0} subscription renewed,0
Confirmation {0} email sent,0
Payroll {0} processed,0
December with colleagues at December,0
Claim {0} within 24 hours,1
Urgent: Your inheritance will be blocked,1
Expense report {0} submitted,0
Invoice {0} processed successfully,0
Review newsletter from your favorite blog,0
Re-activate your {0} account,1
Get cash back with this simple trick,1
Click to receive your {0},1
Unlock your {0} instantly,1
Click to receive your {0},1
Performance {0} completed,0
Claim {0} within 24 hours,1
Q1 team meeting agenda,0
Update your cash back now,1
Performance {0} completed,0
Your {0} needs attention,1
Action required on your {0},1
Delivery {0} confirmed,0
Flight {0} departure reminder,0
New opportunity for {0},1
New opportunity for {0},1
Status update on {0} project,0
Click here to {0},1
{0} validation needed today,1
Limited time offer: blockchain reward,1
Secure your {0} instantly,1
Claim {0} within 24 hours,1
Claim your free early bird discount today,1
Certificate {0} issued,0
Hotel {0} reservation confirmed,0
Team {0} scheduled for tomorrow,0
Verification {0} completed,0
{0} report is ready to view,0
8am newsletter from your favorite blog,0
Secure your {0} instantly,1
Confirm your {0} details,1
Unlock your {0} instantly,1
Confirmation {0} email sent,0
{0} requires immediate action,1
Confirmation team meeting agenda,0
Agenda team meeting agenda,0
Special account suspension just for you,1
Suspicious activity on your security code,1
Payroll {0} processed,0
Status update on {0} project,0
Confirm your {0} details,1
Action required on your {0},1
Calendar invitation for {0},0
Reminder your 2pm is tomorrow,0
Delivery {0} confirmed,0
Act now to get wire funds,1
Your account requires bank account,1
Confirm your {0} details,1
{0} report is ready to view,0
Re-activate your {0} account,1
Order {0} shipped,0
Expense report {0} submitted,0
Your unlimited credits is about to expire,1
Receive {0} by clicking here,1
Claim your free password today,1
{0} pending confirmation,1
{0} report is ready to view,0
Urgent: Your early bird discount will be blocked,1
Claim {0} within 24 hours,1
Update your verification required now,1
Unlock your {0} instantly,1
Status update on {0} project,0
Receive {0} by clicking here,1
Claim your free steam wallet today,1
Don't miss out on this lottery prize,1
Review {0} feedback sent,0
Action required on your {0},1
{0} alert from security team,1
Payroll {0} processed,0
You have won free vacation! Click the link now,1
Status update on {0} project,0
Meeting notes {0} attached,0
Your {0} has been updated,0
Complete {0} registration now,1
Claim your free steam wallet today,1
Click here to {0},1
Your {0} request approved,1
Urgent: Your unlimited credits will be blocked,1
Seminar with colleagues at Seminar,0
Expense report {0} submitted,0
Final notice: {0} expires today,1
Confirmation {0} email sent,0
Receive {0} by clicking here,1
Your {0} password expires soon,0
Complete {0} registration now,1
Special wire funds just for you,1
Order {0} shipped,0
Application {0} accepted,0
New {0} available in your account,0
Calendar invitation for {0},0
Re-activate your {0} account,1
Click to receive your {0},1
Budget {0} approved,0
Meeting scheduled at Review,0
Permit {0} approved,0
Stop! You are missing out on {0},1
Confirmation {0} email sent,0
Receive {0} by clicking here,1
New {0} available in your account,0
Receive {0} by clicking here,1
Your {0} password expires soon,0
Receive {0} by clicking here,1
Certificate {0} issued,0
Certificate {0} issued,0
Receive {0} by clicking here,1
Congratulations you are selected for {0},1
You qualified for {0},1
Certificate {0} issued,0
Calendar invitation for {0},0
Budget {0} approved,0
Click here to {0},1
Your {0} access will be revoked,1
Course {0} enrollment confirmed,0
Unlock your {0} instantly,1
Limited time offer: exclusive access,1
Hotel {0} reservation confirmed,0
Your {0} has been updated,0
Certificate {0} issued,0
Delivery {0} confirmed,0
Your roblox tokens is about to expire,1
Performance {0} completed,0
Confirmation {0} email sent,0
Your {0} request approved,1
Exclusive {0} for VIP members,1
License {0} renewed,0
Permit {0} approved,0
Demo attached for last month services,0
Your bank account is about to expire,1
Timesheet {0} recorded,0
Verification {0} completed,0
Re-activate your {0} account,1
Your {0} request approved,1
Your {0} request approved,1
Secure your {0} instantly,1
4pm newsletter from your favorite blog,0
New {0} available in your account,0
Action required on your {0},1
Urgent: Your fraud alert will be blocked,1
Don't miss out on this membership status,1
{0} has been awarded to you,1
Exclusive {0} for VIP members,1
10am team meeting agenda,0
License {0} renewed,0
Family appointment confirmed,0
Report team meeting agenda,0
Q3 dinner tonight at home,0
Congratulations! Claim your steam wallet today,1
New opportunity for {0},1
Meeting notes {0} attached,0
Your {0} access will be revoked,1
Your {0} request approved,1
Complete {0} registration now,1
Limited time offer: investment opportunity,1
Course {0} enrollment confirmed,0
Verify your account suspension immediately,1
Invoice {0} processed successfully,0
{0} training session scheduled,0
Stop! You are missing out on {0},1
Congratulations you are selected for {0},1
Your {0} password expires soon,0
Confirm your {0} details,1
{0} pending confirmation,1
You have won amazon voucher! Click the link now,1
Confirmation {0} email sent,0
Final notice: {0} expires today,1
{0} report is ready to view,0
You qualified for {0},1
{0} pending confirmation,1
Your {0} subscription renewed,0
Your {0} request approved,1
Suspicious activity on your premium upgrade,1
Verification {0} completed,0
Don't miss out on this digital asset,1
{0} alert from security team,1
Your {0} subscription renewed,0
Click here to {0},1
Stop! You are missing out on {0},1
You have won paypal credit! Click the link now,1
Timesheet {0} recorded,0
{0} has been awarded to you,1
Contract {0} approved,0
Certificate {0} issued,0
Your {0} password expires soon,0
Team {0} scheduled for tomorrow,0
Your hidden benefit is about to expire,1
Course {0} enrollment confirmed,0
Your {0} has been updated,0
Course {0} enrollment confirmed,0
{0} requires immediate action,1
Document {0} requires your approval,0
You have won special bonus! Click the link now,1
Your {0} access will be revoked,1
Application {0} accepted,0
Timesheet {0} recorded,0
{0} has been awarded to you,1
Meeting notes {0} attached,0
Your {0} password expires soon,0
You have won special bonus! Click the link now,1
{0} validation needed today,1
{0} validation needed today,1
Project deadline extended to April,0
New opportunity for {0},1
Order {0} shipped,0
Friday newsletter from your favorite blog,0
Action required on your {0},1
Application {0} accepted,0
{0} has been awarded to you,1
{0} pending confirmation,1
Timesheet {0} recorded,0
{0} alert from security team,1
{0} report is ready to view,0
{0} has been awarded to you,1
Action required on your {0},1
Confirm your {0} details,1
Reminder your Budget is tomorrow,0
Your {0} request approved,1
Claim your free fraud alert today,1
Team {0} scheduled for tomorrow,0
Invoice {0} processed successfully,0
Verify your digital asset immediately,1
Action required on your {0},1
Meeting scheduled at Conference,0
Your account requires verification required,1
New {0} available in your account,0
Team {0} scheduled for tomorrow,0
Congratulations! Claim your bonus payment today,1
Delivery {0} confirmed,0
Receive {0} by clicking here,1
Click here to {0},1
Congratulations! Claim your bank account today,1
Timesheet {0} recorded,0
Calendar invitation for {0},0
Invoice {0} processed successfully,0
Your account requires password,1
Wednesday team meeting agenda,0
Confirm your {0} details,1
Confirmation {0} email sent,0
Receive {0} by clicking here,1
{0} alert from security team,1
Your {0} needs attention,1
Re-activate your {0} account,1
Unlock your {0} instantly,1
Congratulations you are selected for {0},1
Re-activate your {0} account,1
Your {0} access will be revoked,1
{0} alert from security team,1
New {0} available in your account,0
Confirm your {0} details,1
Receive {0} by clicking here,1
Your account access is about to expire,1
You qualified for {0},1
Special crypto reward just for you,1
Course {0} enrollment confirmed,0
Your {0} needs attention,1
Order {0} shipped,0
{0} pending confirmation,1
Your {0} subscription renewed,0
New {0} available in your account,0
Final notice: {0} expires today,1
{0} pending confirmation,1
Urgent: Your account suspension will be blocked,1
Document {0} requires your approval,0
Status update on {0} project,0
Your {0} subscription renewed,0
Verification {0} completed,0
Action required on your {0},1
Your {0} password expires soon,0
{0} report is ready to view,0
Invoice {0} processed successfully,0
Re-activate your {0} account,1
Permit {0} approved,0
{0} report is ready to view,0
Delivery {0} confirmed,0
Receive {0} by clicking here,1
Project deadline extended to Retrospective,0
You have won instant rebate! Click the link now,1
Click here to {0},1
Exclusive {0} for VIP members,1
Your {0} needs attention,1
Receive {0} by clicking here,1
Your {0} password expires soon,0
Action required on your {0},1
Your {0} request approved,1
Confirm your {0} details,1
Contract {0} approved,0
{0} training session scheduled,0
Status update on {0} project,0
Complete {0} registration now,1
Delivery {0} confirmed,0
Verify your account access immediately,1
Timesheet {0} recorded,0
Limited time offer: prize money,1
Complete {0} registration now,1
{0} notification alert,1
Reminder your Budget is tomorrow,0
Meeting notes {0} attached,0
Verification {0} completed,0
Meeting notes {0} attached,0
Status update on {0} project,0
{0} requires immediate action,1
Thursday dinner tonight at home,0
Permit {0} approved,0
Action required on your {0},1
Don't miss out on this special bonus,1
Limited time offer: special bonus,1
Project deadline extended to Panel,0
Application {0} accepted,0
Timesheet {0} recorded,0
{0} training session scheduled,0
You qualified for {0},1
Act now to get crypto reward,1
Meeting notes {0} attached,0
Application {0} accepted,0
Your {0} needs attention,1
Special membership status just for you,1
Timesheet {0} recorded,0
Meeting scheduled at 7am,0
Summit team meeting agenda,0
Contract {0} approved,0
Delivery {0} confirmed,0
Your {0} request approved,1
Flight {0} departure reminder,0
Verification {0} completed,0
Congratulations you are selected for {0},1
Act now to get security code,1
Your {0} request approved,1
Stop! You are missing out on {0},1
Status update on {0} project,0
Performance {0} completed,0
Receive {0} by clicking here,1
Your {0} access will be revoked,1
New opportunity for {0},1
Special early bird discount just for you,1
Claim your free payment method today,1
{0} ticket booked,0
{0} opportunity ends today,1
Delivery {0} confirmed,0
Click here to {0},1
Verification {0} completed,0
Tuesday attached for last month services,0
Congratulations! Claim your prize money today,1
Hotel {0} reservation confirmed,0
Certificate {0} issued,0
You qualified for {0},1
Limited time offer: bitcoin payment,1
Order {0} shipped,0
{0} ticket booked,0
{0} opportunity ends today,1
Secure your {0} instantly,1
Your {0} password expires soon,0
Flight {0} departure reminder,0
Your {0} needs attention,1
Evening appointment confirmed,0
{0} alert from security team,1
{0} requires immediate action,1
Invoice {0} processed successfully,0
Meeting scheduled at November,0
Congratulations you are selected for {0},1
Limited time offer: cash back,1
Final notice: {0} expires today,1
Unlock your {0} instantly,1
Your {0} access will be revoked,1
Your {0} password expires soon,0
You have won crypto reward! Click the link now,1
Act now to get unlimited credits,1
Don't miss out on this itunes gift card,1
License {0} renewed,0
{0} training session scheduled,0
Performance {0} completed,0
November team meeting agenda,0
Exclusive {0} for VIP members,1
Secure your {0} instantly,1
Reminder your Team is tomorrow,0
Suspicious activity on your free shipping,1
Hotel {0} reservation confirmed,0
Confirm your {0} details,1
Team {0} scheduled for tomorrow,0
Your {0} password expires soon,0
{0} requires immediate action,1
Verification {0} completed,0
{0} alert from security team,1
Application {0} accepted,0
Your {0} password expires soon,0
Contract {0} approved,0
Timesheet {0} recorded,0
Budget attached for last month services,0
License {0} renewed,0
Delivery {0} confirmed,0
New {0} available in your account,0
Final notice: {0} expires today,1
Your {0} access will be revoked,1
Click to receive your {0},1
Your account requires credit card,1
Session dinner tonight at home,0
Order {0} shipped,0
{0} report is ready to view,0
Your {0} request approved,1
Monday appointment confirmed,0
You qualified for {0},1
Order {0} shipped,0
Meeting notes {0} attached,0
Congratulations you are selected for {0},1
Certificate {0} issued,0
{0} validation needed today,1
Click to receive your {0},1
Q1 appointment confirmed,0
{0} notification alert,1
Limited time offer: fraud alert,1
New opportunity for {0},1
Payroll {0} processed,0
Verification {0} completed,0
Final notice: {0} expires today,1
{0} has been awarded to you,1
Don't miss out on this wire funds,1
Payroll {0} processed,0
Meeting notes {0} attached,0
Meeting scheduled at Standup,0
4pm team meeting agenda,0
Calendar invitation for {0},0
New {0} available in your account,0
Claim {0} within 24 hours,1
Your account requires steam wallet,1
Contract {0} approved,0
Final notice: {0} expires today,1
Secure your {0} instantly,1
Performance {0} completed,0
You qualified for {0},1
{0} requires immediate action,1
Claim your free exclusive deal today,1
Claim your free account access today,1
Expense report {0} submitted,0
Secure your {0} instantly,1
Your {0} needs attention,1
Hotel {0} reservation confirmed,0
Exclusive {0} for VIP members,1
Hotel {0} reservation confirmed,0
Morning appointment confirmed,0
Your {0} needs attention,1
{0} training session scheduled,0
Meeting notes {0} attached,0
Your paypal credit is about to expire,1
Certificate {0} issued,0
Suspicious activity on your personal details,1
Secure your {0} instantly,1
{0} has been awarded to you,1
Application {0} accepted,0
Team {0} scheduled for tomorrow,0
Payroll {0} processed,0
New opportunity for {0},1
Click here to {0},1
Project deadline extended to Budget,0
Your inheritance is about to expire,1
Secure your {0} instantly,1
{0} validation needed today,1
Forum attached for last month services,0
Meeting scheduled at October,0
Budget {0} approved,0
Act now to get steam wallet,1
You qualified for {0},1
Stop! You are missing out on {0},1
Final notice: {0} expires today,1
Certificate {0} issued,0
Claim your free exclusive access today,1
Exclusive {0} for VIP members,1
{0} validation needed today,1
October team meeting agenda,0
Performance {0} completed,0
Final notice: {0} expires today,1
Your {0} access will be revoked,1
Performance {0} completed,0
Flight {0} departure reminder,0
Report appointment confirmed,0
Congratulations! Claim your nft collection today,1
Conference with colleagues at Conference,0
Click to receive your {0},1
Secure your {0} instantly,1
Certificate {0} issued,0
{0} pending confirmation,1
Invoice {0} processed successfully,0
{0} validation needed today,1
Verify your nft collection immediately,1
Special blockchain reward just for you,1
Your {0} access will be revoked,1
Exclusive {0} for VIP members,1
Confirmation {0} email sent,0
{0} requires immediate action,1
You qualified for {0},1
Certificate {0} issued,0
Saturday appointment confirmed,0
Course {0} enrollment confirmed,0
{0} validation needed today,1
{0} opportunity ends today,1
Receive {0} by clicking here,1
Status update on {0} project,0
Update your secret offer now,1
Secure your {0} instantly,1
Project deadline extended to Session,0
Complete {0} registration now,1
Your {0} password expires soon,0
Status update on {0} project,0
Your account requires nft collection,1
Team {0} scheduled for tomorrow,0
Meeting scheduled at April,0
Application {0} accepted,0
Meeting notes {0} attached,0
Budget {0} approved,0
Conference appointment confirmed,0
Meeting notes {0} attached,0
Congratulations! Claim your free shipping today,1
Permit {0} approved,0
Certificate {0} issued,0
Expense report {0} submitted,0
Reminder your October is tomorrow,0
Receive {0} by clicking here,1
Review {0} feedback sent,0
{0} report is ready to view,0
Calendar invitation for {0},0
Status update on {0} project,0
Your {0} subscription renewed,0
Update your roblox tokens now,1
Payroll {0} processed,0
Verification {0} completed,0
Expense report {0} submitted,0
Flight {0} departure reminder,0
Your {0} password expires soon,0
{0} training session scheduled,0
Timesheet {0} recorded,0
Application {0} accepted,0
Expense report {0} submitted,0
Update your early bird discount now,1
Your {0} access will be revoked,1
Review {0} feedback sent,0
Suspicious activity on your membership status,1
Your {0} password expires soon,0
Claim your free personal details today,1
Your {0} has been updated,0
Performance {0} completed,0
Budget {0} approved,0
Feedback team meeting agenda,0
10am appointment confirmed,0
You qualified for {0},1
{0} notification alert,1
Project deadline extended to 5pm,0
Reminder your Lecture is tomorrow,0
Meeting scheduled at Presentation,0
{0} alert from security team,1
{0} pending confirmation,1
Invoice {0} processed successfully,0
Review {0} feedback sent,0
Performance {0} completed,0
Reminder your November is tomorrow,0
Update your itunes gift card now,1
Performance {0} completed,0
Your {0} has been updated,0
Claim your free account suspension today,1
License {0} renewed,0
Act now to get inheritance,1
Act now to get free vacation,1
Congratulations! Claim your prize money today,1
Special nft collection just for you,1
Document {0} requires your approval,0
Your nft collection is about to expire,1
Reminder your Forum is tomorrow,0
Delivery {0} confirmed,0
License {0} renewed,0
Your {0} password expires soon,0
Suspicious activity on your tax refund,1
Click to receive your {0},1
Timesheet {0} recorded,0
Budget {0} approved,0
Click to receive your {0},1
Contract {0} approved,0
Your {0} subscription renewed,0
Verification {0} completed,0
Flight {0} departure reminder,0
License {0} renewed,0
{0} has been awarded to you,1
Claim {0} within 24 hours,1
Unlock your {0} instantly,1
Exclusive {0} for VIP members,1
{0} requires immediate action,1
Team {0} scheduled for tomorrow,0
Invoice {0} processed successfully,0
Congratulations! Claim your tax refund today,1
Update your unusual activity now,1
Hotel {0} reservation confirmed,0
Your {0} needs attention,1
Invoice {0} processed successfully,0
Your {0} has been updated,0
Receive {0} by clicking here,1
Your {0} has been updated,0
Your {0} password expires soon,0
{0} training session scheduled,0
Your digital asset is about to expire,1
{0} ticket booked,0
Final notice: {0} expires today,1
Status update on {0} project,0
{0} has been awarded to you,1
New opportunity for {0},1
Hotel {0} reservation confirmed,0
{0} requires immediate action,1
January with colleagues at January,0
Project deadline extended to Tuesday,0
You qualified for {0},1
Claim {0} within 24 hours,1
Unlock your {0} instantly,1
{0} requires immediate action,1
Expense report {0} submitted,0
New opportunity for {0},1
Hotel {0} reservation confirmed,0
Delivery {0} confirmed,0
Suspicious activity on your nft collection,1
Receipt team meeting agenda,0
Update your inheritance now,1
Act now to get hidden benefit,1
{0} notification alert,1
{0} opportunity ends today,1
Special account suspension just for you,1
Performance {0} completed,0
{0} has been awarded to you,1
{0} requires immediate action,1
Contract {0} approved,0
Calendar invitation for {0},0
Claim {0} within 24 hours,1
Status update on {0} project,0
Permit {0} approved,0
Your emergency update is about to expire,1
October dinner tonight at home,0
New {0} available in your account,0
{0} notification alert,1
New opportunity for {0},1
Your unlimited credits is about to expire,1
Review team meeting agenda,0
Meeting notes {0} attached,0
Secure your {0} instantly,1
Contract {0} approved,0
Class team meeting agenda,0
Your {0} password expires soon,0
Reminder your Review is tomorrow,0
License {0} renewed,0
New {0} available in your account,0
Team {0} scheduled for tomorrow,0
Urgent: Your investment opportunity will be blocked,1
Expense report {0} submitted,0
Confirmation {0} email sent,0
New {0} available in your account,0
Your {0} has been updated,0
Act now to get lottery prize,1
{0} has been awarded to you,1
Flight {0} departure reminder,0
Permit {0} approved,0
Meeting notes {0} attached,0
You have won early bird discount! Click the link now,1
Confirm your {0} details,1
Agenda with colleagues at Agenda,0
{0} training session scheduled,0
Flight {0} departure reminder,0
Re-activate your {0} account,1
Budget {0} approved,0
Application {0} accepted,0
Verify your payment confirmation immediately,1
Action required on your {0},1
{0} alert from security team,1
Calendar invitation for {0},0
Flight {0} departure reminder,0
Document {0} requires your approval,0
{0} pending confirmation,1
Team {0} scheduled for tomorrow,0
New opportunity for {0},1
Get exclusive access with this simple trick,1
Permit {0} approved,0
Verify your bonus payment immediately,1
Complete {0} registration now,1
Expense report {0} submitted,0
Permit {0} approved,0
Don't miss out on this amazon voucher,1
Update your nft collection now,1
Course {0} enrollment confirmed,0
Get early bird discount with this simple trick,1
May attached for last month services,0
Your {0} request approved,1
Monthly attached for last month services,0
Verification {0} completed,0
Confirmation {0} email sent,0
{0} has been awarded to you,1
Document {0} requires your approval,0
Verify your inheritance immediately,1
Act now to get limited edition item,1
Verify your cash back immediately,1
Final notice: {0} expires today,1
Contract {0} approved,0
Hotel {0} reservation confirmed,0
{0} report is ready to view,0
2026 attached for last month services,0
Certificate {0} issued,0
Your {0} access will be revoked,1
Confirmation {0} email sent,0
{0} ticket booked,0
Order {0} shipped,0
Schedule attached for last month services,0
{0} validation needed today,1
Congratulations you are selected for {0},1
{0} validation needed today,1
Timesheet {0} recorded,0
{0} has been awarded to you,1
Act now to get itunes gift card,1
Timesheet {0} recorded,0
Report dinner tonight at home,0
Urgent: Your prize money will be blocked,1
{0} pending confirmation,1
Course {0} enrollment confirmed,0
Your {0} access will be revoked,1
Delivery {0} confirmed,0
Calendar invitation for {0},0
Calendar invitation for {0},0
{0} notification alert,1
Limited time offer: account access,1
Suspicious activity on your account access,1
Click to receive your {0},1
You qualified for {0},1
Application {0} accepted,0
Course {0} enrollment confirmed,0
Your {0} password expires soon,0
Final notice: {0} expires today,1
Complete {0} registration now,1
2pm attached for last month services,0
Document {0} requires your approval,0
Suspicious activity on your password,1
January newsletter from your favorite blog,0
{0} opportunity ends today,1
Urgent: Your ethereum stake will be blocked,1
Re-activate your {0} account,1
Your prize money is about to expire,1
Final notice: {0} expires today,1
Standup newsletter from your favorite blog,0
Meeting notes {0} attached,0
Thursday appointment confirmed,0
Verification {0} completed,0
{0} pending confirmation,1
Feedback with colleagues at Feedback,0
Verification {0} completed,0
You qualified for {0},1
Stop! You are missing out on {0},1
{0} has been awarded to you,1
Timesheet {0} recorded,0
Verify your digital asset immediately,1
Don't miss out on this payment confirmation,1
Budget {0} approved,0
{0} training session scheduled,0
Document {0} requires your approval,0
Meeting notes {0} attached,0
Meeting notes {0} attached,0
Update team meeting agenda,0
Action required on your {0},1
Get payment method with this simple trick,1
You qualified for {0},1
Status update on {0} project,0
Complete {0} registration now,1
Receive {0} by clicking here,1
Review {0} feedback sent,0
{0} notification alert,1
Unlock your {0} instantly,1
Reminder your Conference is tomorrow,0
Calendar invitation for {0},0
Urgent: Your account suspension will be blocked,1
December attached for last month services,0
Meeting scheduled at September,0
Project deadline extended to Forum,0
Hotel {0} reservation confirmed,0
Receive {0} by clicking here,1
{0} pending confirmation,1
Performance {0} completed,0
Your {0} needs attention,1
Don't miss out on this amazon voucher,1
Meeting notes {0} attached,0
Certificate {0} issued,0
{0} alert from security team,1
New opportunity for {0},1
Confirm your {0} details,1
Application {0} accepted,0
Don't miss out on this inheritance,1
Meeting notes {0} attached,0
Final notice: {0} expires today,1
Stop! You are missing out on {0},1
Document {0} requires your approval,0
Stop! You are missing out on {0},1
Confirmation {0} email sent,0
Receive {0} by clicking here,1
Calendar invitation for {0},0
Meeting appointment confirmed,0
Claim {0} within 24 hours,1
Congratulations! Claim your ethereum stake today,1
Confirm your {0} details,1
Class newsletter from your favorite blog,0
Special bonus payment just for you,1
Calendar invitation for {0},0
Special inheritance just for you,1
Your {0} request approved,1
{0} requires immediate action,1
Meeting notes {0} attached,0
Team {0} scheduled for tomorrow,0
Secure your {0} instantly,1
{0} pending confirmation,1
Document {0} requires your approval,0
Your {0} needs attention,1
Secure your {0} instantly,1
Get special bonus with this simple trick,1
Document {0} requires your approval,0
Click here to {0},1
Action required on your {0},1
Action required on your {0},1
{0} requires immediate action,1
Permit {0} approved,0
Congratulations! Claim your premium upgrade today,1
Congratulations! Claim your password today,1
Urgent: Your premium upgrade will be blocked,1
You qualified for {0},1
Evening team meeting agenda,0
Your {0} request approved,1
Verify your exclusive deal immediately,1
Act now to get ethereum stake,1
Urgent: Your nft collection will be blocked,1
Suspicious activity on your unlimited credits,1
Update your nft collection now,1
{0} has been awarded to you,1
Permit {0} approved,0
Stop! You are missing out on {0},1
Performance {0} completed,0
Meeting scheduled at 10am,0
Get early bird discount with this simple trick,1
Congratulations you are selected for {0},1
Your {0} has been updated,0
You qualified for {0},1
Confirmation {0} email sent,0
Urgent: Your early bird discount will be blocked,1
Confirmation {0} email sent,0
{0} pending confirmation,1
Update your bitcoin payment now,1
{0} pending confirmation,1
Flight {0} departure reminder,0
Final notice: {0} expires today,1
Special verification required just for you,1
Training dinner tonight at home,0
Budget {0} approved,0
Congratulations! Claim your unusual activity today,1
Confirm your {0} details,1
Your {0} password expires soon,0
Meeting notes {0} attached,0
Night team meeting agenda,0
You have won fraud alert! Click the link now,1
Permit {0} approved,0
Thursday with colleagues at Thursday,0
Your {0} has been updated,0
Confirmation {0} email sent,0
Hotel {0} reservation confirmed,0
Action required on your {0},1
Update team meeting agenda,0
Flight {0} departure reminder,0
New {0} available in your account,0
Claim your free inheritance today,1
Your {0} access will be revoked,1
Application {0} accepted,0
Exclusive {0} for VIP members,1
Permit {0} approved,0
Confirm your {0} details,1
Calendar invitation for {0},0
Click to receive your {0},1
Stop! You are missing out on {0},1
{0} requires immediate action,1
Hotel {0} reservation confirmed,0
{0} validation needed today,1
Complete {0} registration now,1
Hotel {0} reservation confirmed,0
Permit {0} approved,0
Confirm your {0} details,1
Flight {0} departure reminder,0
Status update on {0} project,0
Urgent: Your itunes gift card will be blocked,1
Complete {0} registration now,1
Suspicious activity on your account access,1
Flight {0} departure reminder,0
Urgent: Your amazon voucher will be blocked,1
Limited time offer: bitcoin payment,1
Order {0} shipped,0
Re-activate your {0} account,1
Your {0} access will be revoked,1
Expense report {0} submitted,0
Team {0} scheduled for tomorrow,0
Verification {0} completed,0
Your {0} password expires soon,0
{0} training session scheduled,0
Receive {0} by clicking here,1
Secure your {0} instantly,1
Team {0} scheduled for tomorrow,0
Congratulations! Claim your prize money today,1
Exclusive {0} for VIP members,1
Hotel {0} reservation confirmed,0
You have won secret offer! Click the link now,1
Get lottery prize with this simple trick,1
{0} training session scheduled,0
Q2 with colleagues at Q2,0
{0} pending confirmation,1
Action required on your {0},1
Performance {0} completed,0
Update your roblox tokens now,1
Act now to get money transfer,1
{0} ticket booked,0
Application {0} accepted,0
Document {0} requires your approval,0
Claim {0} within 24 hours,1
{0} opportunity ends today,1
License {0} renewed,0
Thursday team meeting agenda,0
Review {0} feedback sent,0
Your account requires hidden benefit,1
Order {0} shipped,0
Status update on {0} project,0
Your {0} request approved,1
Budget {0} approved,0
Contract {0} approved,0
Update your bitcoin payment now,1
Delivery {0} confirmed,0
Your {0} subscription renewed,0
Document {0} requires your approval,0
Calendar invitation for {0},0
Invoice {0} processed successfully,0
Review {0} feedback sent,0
Payroll {0} processed,0
Congratulations! Claim your inheritance today,1
Complete {0} registration now,1
Get cash back with this simple trick,1
Hotel {0} reservation confirmed,0
Click here to {0},1
Hotel {0} reservation confirmed,0
Review {0} feedback sent,0
Hotel {0} reservation confirmed,0
Re-activate your {0} account,1
You have won lottery prize! Click the link now,1
License {0} renewed,0
Review {0} feedback sent,0
Flight {0} departure reminder,0
Action required on your {0},1
Class team meeting agenda,0
{0} ticket booked,0
Timesheet {0} recorded,0
Reminder your Review is tomorrow,0
{0} training session scheduled,0
Review {0} feedback sent,0
You have won exclusive access! Click the link now,1
Claim {0} within 24 hours,1
Claim {0} within 24 hours,1
{0} pending confirmation,1
Course {0} enrollment confirmed,0
Your {0} password expires soon,0
Calendar invitation for {0},0
Your wire funds is about to expire,1
{0} requires immediate action,1
You have won bank account! Click the link now,1
Your {0} has been updated,0
Forum newsletter from your favorite blog,0
Status update on {0} project,0
Panel with colleagues at Panel,0
{0} ticket booked,0
Hotel {0} reservation confirmed,0
Delivery {0} confirmed,0
New {0} available in your account,0
